pdb_id,chain,curvature_mean,twist_mean,twist_hand_mean,pitch_mean,pitch_hand_mean,tmscore_mean,yaw_mean,curvature_std,twist_std,twist_hand_std,pitch_std,pitch_hand_std,tmscore_std,yaw_std,classification
4RKI,A,0.816,2.906,-0.2,0.099,0.2,0.591,3,0.508,0.123,0.98,0.063,0.98,0.073,0.088,5.3.2
5AGV,A,0.816,2.944,0.2,0.123,0.6,0.503,2.928,0.514,0.091,0.98,0.069,0.8,0.047,0.101,5.3.2
5DBU,C,0.816,0.246,0,0.209,0,0.478,0.294,0.2,0.194,1,0.168,1,0.085,0.198,4.1
5IM5,N,0.816,0.155,-0.429,0.179,0.143,0.399,0.294,0.181,0.146,0.904,0.101,0.99,0.062,0.223,4.1.1.2
5LJO,B,0.816,0.087,0.143,0.078,0.429,0.667,0.082,0.067,0.048,0.99,0.071,0.904,0.119,0.034,4.4
5URS,A,0.816,0.414,0.143,0.259,-0.143,0.426,0.337,0.095,0.405,0.99,0.314,0.99,0.041,0.265,4.1
5URS,E,0.816,0.211,0.143,0.172,0.429,0.404,0.28,0.1,0.24,0.99,0.123,0.904,0.051,0.173,4.1
6FKK,A,0.816,0.357,-0.667,0.142,0,0.439,0.33,0.182,0.254,0.745,0.137,1,0.065,0.201,4.4.1
6MGU,A,0.816,0.393,-0.143,0.254,-0.143,0.436,0.305,0.095,0.41,0.99,0.308,0.99,0.03,0.268,4.1
6R5Y,A,0.816,0.053,-0.333,0.061,-1,0.897,0.051,0.009,0.033,0.943,0.011,0,0.056,0.017,4.4.1.1
6R5Z,A,0.816,0.046,0,0.136,-1,0.842,0.061,0.005,0.01,1,0.023,0,0.016,0.006,4.4.1.1
6RGO,A,0.816,0.231,-0.333,0.149,0,0.594,0.104,0.081,0.089,0.943,0.134,1,0.025,0.072,4.4.1
6WJN,a,0.816,0.771,0,0.395,0.5,0.495,0.508,0.225,0.715,1,0.223,0.866,0.037,0.32,
7N88,A,0.816,0.23,-0.333,0.665,-1,0.259,1.301,0.223,0.132,0.943,0.293,0,0.034,0.651,4.2
1A49,A,0.817,0.613,-0.143,0.264,0.143,0.391,0.34,0.227,0.445,0.99,0.158,0.99,0.061,0.175,4.1
1AXC,A,0.817,2.826,0.333,0.071,0.333,0.601,3.057,0.505,0.036,0.943,0.045,0.943,0.074,0.075,5.3.2
1FEM,A,0.817,0.358,1,0.645,1,0.386,0.702,0.303,0.33,0,0,0,0.043,0.138,4.2.1.2
1GJQ,A,0.817,0.469,0.143,0.134,0.429,0.581,0.488,0.074,0.922,0.99,0.034,0.904,0.083,0.836,4.4
1N4Q,A,0.817,1.7,-0.333,0.314,-0.333,0.614,0.687,0.487,1.248,0.943,0.247,0.943,0.151,0.604,3.3.2.1
1N90,B,0.817,0.491,0.429,0.129,0.429,0.584,0.492,0.072,0.915,0.904,0.031,0.904,0.085,0.834,4.4
1NP2,A,0.817,0.697,-0.143,0.331,-1,0.403,0.78,0.235,0.547,0.99,0.321,0,0.079,0.639,4.1
3EB4,A,0.817,0.67,-0.429,0.536,-0.429,0.414,1.292,0.217,0.401,0.904,0.48,0.904,0.076,1.113,4.1
3HXJ,B,0.817,0.06,0.6,0.06,-0.6,0.785,0.106,0.1,0.021,0.8,0.016,0.8,0.107,0.095,4.4
3M43,A,0.817,0.374,-0.429,0.169,0.143,0.361,0.419,0.279,0.257,0.904,0.094,0.99,0.102,0.404,4.1
3NZR,A,0.817,0.554,-0.429,0.379,0.143,0.407,0.359,0.12,0.756,0.904,0.268,0.99,0.075,0.292,4.1
3T40,A,0.817,0.602,-0.143,0.352,-0.143,0.371,0.354,0.081,0.712,0.99,0.251,0.99,0.082,0.375,4.1
3VJK,A,0.817,0.128,0.429,0.166,-0.429,0.537,0.136,0.125,0.066,0.904,0.09,0.904,0.076,0.081,4.4.5.1
3W3L,C,0.817,0.082,0.077,0.106,-0.231,0.408,0.269,0.792,0.061,0.997,0.107,0.973,0.064,0.509,3.2.1.1
4MY1,F,0.817,0.307,0.143,0.186,-0.143,0.418,0.373,0.091,0.339,0.99,0.114,0.99,0.042,0.361,4.1
4MYX,C,0.817,0.301,0.143,0.147,-0.143,0.415,0.281,0.091,0.316,0.99,0.122,0.99,0.068,0.191,4.1
5URS,F,0.817,0.399,-0.143,0.266,0.143,0.438,0.294,0.109,0.414,0.99,0.314,0.99,0.043,0.275,4.1
7P76,A,0.817,0.487,-0.429,0.232,0.143,0.474,0.225,0.241,0.206,0.904,0.16,0.99,0.082,0.245,4.1
1C8X,A,0.818,0.472,-0.429,0.128,0.714,0.275,0.541,0.309,0.603,0.904,0.13,0.7,0.086,0.503,4.1
1GVE,A,0.818,0.79,0.429,0.258,-0.429,0.391,0.436,0.138,0.669,0.904,0.28,0.904,0.049,0.315,4.1
1TWD,A,0.818,0.261,0.143,0.152,-0.143,0.396,0.376,0.13,0.11,0.99,0.113,0.99,0.05,0.143,4.1
2FJP,B,0.818,0.129,0.429,0.157,-0.429,0.539,0.134,0.126,0.069,0.904,0.128,0.904,0.076,0.058,4.4.5.1
2ZUY,A,0.818,0.207,0.429,0.137,0.143,0.481,0.172,0.102,0.146,0.904,0.081,0.99,0.077,0.111,4.4
3HXJ,A,0.818,0.061,0.6,0.061,-0.6,0.782,0.105,0.093,0.033,0.8,0.032,0.8,0.113,0.09,4.4
3MZ2,A,0.818,0.479,-0.429,0.357,0.143,0.382,0.619,0.201,0.389,0.904,0.306,0.99,0.06,0.453,4.1
3QG9,A,0.818,0.606,0.111,0.065,0.111,0.556,0.265,0.435,0.799,0.994,0.027,0.994,0.166,0.17,3.3.2.5
3TYB,B,0.818,0.424,-0.429,0.287,-0.143,0.367,0.575,0.173,0.481,0.904,0.153,0.99,0.076,0.522,4.1
3WZP,A,0.818,0.758,-1,0.434,-0.333,0.328,0.33,0.168,0.192,0,0.153,0.943,0.081,0.183,4.2
3ZXG,B,0.818,1.784,0.333,0.594,0.333,0.282,2.265,0.577,0.587,0.943,0.461,0.943,0.175,0.085,3.4
4MKN,A,0.818,0.42,-0.143,0.198,0.143,0.363,0.283,0.183,0.267,0.99,0.208,0.99,0.072,0.182,4.1
4MY9,D,0.818,0.287,0.143,0.152,0.143,0.413,0.277,0.09,0.315,0.99,0.116,0.99,0.058,0.178,4.1
4NSX,A,0.818,0.256,0.231,0.322,0.692,0.643,0.951,0.441,0.222,0.973,0.279,0.722,0.1,0.714,4.4.1.1
5DBU,L,0.818,0.247,0,0.243,-0.333,0.461,0.419,0.195,0.126,1,0.158,0.943,0.107,0.313,4.1
5GUW,M,0.818,0.485,0.143,0.14,0.429,0.578,0.49,0.073,0.922,0.99,0.033,0.904,0.088,0.812,4.4
5LHE,A,0.818,0.481,0.143,0.387,-0.143,0.397,0.181,0.238,0.346,0.99,0.254,0.99,0.06,0.119,4.1
5URS,H,0.818,0.296,-0.429,0.147,-0.429,0.43,0.236,0.093,0.319,0.904,0.121,0.904,0.052,0.213,4.1
6LCH,A,0.818,0.749,0.6,0.32,-0.2,0.546,0.283,0.074,0.895,0.8,0.207,0.98,0.162,0.109,3.3
7B1W,K,0.818,0.239,0.429,0.195,0.143,0.293,0.429,0.107,0.246,0.904,0.116,0.99,0.051,0.783,4.1.1.2
1DBT,C,0.819,0.614,0.429,0.209,-0.143,0.35,0.215,0.231,0.684,0.904,0.105,0.99,0.094,0.132,
1N90,A,0.819,0.488,0.143,0.141,0.429,0.58,0.494,0.074,0.911,0.99,0.039,0.904,0.087,0.836,4.4
1NNO,A,0.819,0.475,0.143,0.133,0.429,0.582,0.481,0.076,0.916,0.99,0.037,0.904,0.085,0.829,4.4
1OSM,A,0.819,0.168,-0.429,0.179,0.143,0.436,0.351,0.46,0.119,0.904,0.13,0.99,0.079,0.365,4.2
1W32,A,0.819,0.527,-0.143,0.232,-0.143,0.436,0.289,0.168,0.3,0.99,0.099,0.99,0.095,0.177,4.1
1X7I,A,0.819,0.21,0.429,0.165,0.143,0.392,0.395,0.128,0.127,0.904,0.089,0.99,0.057,0.116,4.1
2AXU,H,0.819,0.266,0.6,0.468,0.2,0.46,0.529,0.191,0.273,0.8,0.201,0.98,0.048,0.18,3.3
2BWG,A,0.819,0.225,0.143,0.181,0.143,0.399,0.215,0.131,0.143,0.99,0.089,0.99,0.1,0.213,4.1
2I5Q,A,0.819,0.24,-0.333,0.279,-0.667,0.418,0.456,0.281,0.137,0.943,0.116,0.745,0.058,0.425,4.1
3H2N,B,0.819,0.232,-0.429,0.341,-0.143,0.376,0.481,0.181,0.094,0.904,0.219,0.99,0.062,0.515,4.1
3Q0N,A,0.819,0.071,0.25,0.062,0.5,0.702,0.041,0.796,0.048,0.968,0.032,0.866,0.111,0.03,3.3.2.5
3UXL,B,0.819,0.674,0.143,0.184,0.429,0.415,0.462,0.119,0.995,0.99,0.115,0.904,0.092,0.828,4.1
4LNY,A,0.819,0.442,-0.143,0.315,-0.143,0.369,0.377,0.073,0.241,0.99,0.149,0.99,0.086,0.212,4.1
4QM1,C,0.819,0.215,0.143,0.165,-0.143,0.427,0.231,0.109,0.228,0.99,0.121,0.99,0.039,0.198,4.1
4XX6,B,0.819,0.306,0.143,0.133,-0.429,0.408,0.225,0.222,0.144,0.99,0.082,0.904,0.055,0.224,4.1
5DBT,H,0.819,0.572,-0.333,0.178,-0.333,0.473,0.388,0.177,0.717,0.943,0.16,0.943,0.092,0.343,4.1
5ISM,B,0.819,0.137,0.429,0.149,-0.429,0.543,0.133,0.125,0.073,0.904,0.085,0.904,0.074,0.076,4.4.5.1
5KL8,A,0.819,0.48,0.429,0.157,0.143,0.66,0.167,0.415,1.046,0.904,0.224,0.99,0.115,0.107,3.3.2.5
5TQC,A,0.819,0.515,1,0.243,-0.059,0.617,0.178,0.593,0.408,0,0.215,0.998,0.109,0.204,3.3.2.2
5U6G,H,0.819,1.137,0,0.556,-1,0.27,0.458,0.413,0.989,1,0.519,0,0.068,0.57,4.4
6CX3,A,0.819,1.918,0.333,0.314,0.333,0.602,2.853,0.496,0.079,0.943,0.296,0.943,0.039,0.2,5.3.2
7LSR,A,0.819,0.355,-0.143,0.225,-0.143,0.349,0.519,0.282,0.251,0.99,0.138,0.99,0.08,0.662,4.1
1J2E,A,0.82,0.131,0.429,0.143,-0.429,0.532,0.145,0.128,0.064,0.904,0.102,0.904,0.078,0.074,4.4.5.1
1NIR,B,0.82,0.147,0.143,0.145,0.143,0.585,0.152,0.073,0.101,0.99,0.045,0.99,0.082,0.104,4.4
1RAL,A,0.82,0.589,0.143,0.494,-0.429,0.336,0.487,0.231,0.37,0.99,0.359,0.904,0.041,0.272,4.1.1
1RWZ,A,0.82,2.865,0.333,0.017,1,0.588,3.102,0.538,0.013,0.943,0.006,0,0.073,0.038,5.3.2
1VS1,B,0.82,0.279,-0.143,0.221,-0.429,0.382,0.214,0.121,0.17,0.99,0.183,0.904,0.089,0.18,4.1
2AWI,A,0.82,0.319,0.2,0.487,0.2,0.456,0.381,0.127,0.312,0.98,0.152,0.98,0.052,0.116,3.3
2AWI,H,0.82,0.302,0.6,0.47,0.2,0.454,0.419,0.122,0.286,0.8,0.155,0.98,0.043,0.127,3.3
2AXU,J,0.82,0.308,0.6,0.465,0.2,0.453,0.426,0.129,0.297,0.8,0.155,0.98,0.048,0.086,3.3
2BWG,D,0.82,0.357,-0.143,0.227,0.143,0.394,0.441,0.129,0.416,0.99,0.151,0.99,0.097,0.326,4.1
2BWG,C,0.82,0.349,-0.143,0.225,0.143,0.395,0.405,0.129,0.416,0.99,0.149,0.99,0.095,0.35,4.1
2EGZ,A,0.82,0.374,0.143,0.243,-0.143,0.355,0.367,0.204,0.266,0.99,0.12,0.99,0.082,0.333,4.1
2GRM,A,0.82,0.299,0.2,0.509,0.2,0.446,0.376,0.102,0.304,0.98,0.168,0.98,0.058,0.15,3.3
2GRM,C,0.82,0.297,0.6,0.506,0.2,0.446,0.376,0.102,0.305,0.8,0.168,0.98,0.058,0.149,3.3
2GRM,B,0.82,0.295,0.2,0.514,0.2,0.446,0.376,0.102,0.307,0.98,0.16,0.98,0.058,0.151,3.3
2QJG,C,0.82,1.016,-0.143,0.407,-0.143,0.373,0.568,0.121,0.839,0.99,0.354,0.99,0.106,0.589,4.1
2Y5E,A,0.82,0.292,-0.143,0.417,0.143,0.368,0.446,0.334,0.154,0.99,0.313,0.99,0.092,0.442,4.1
3LLX,A,0.82,0.542,0.143,0.279,0.143,0.323,0.522,0.161,0.549,0.99,0.212,0.99,0.073,0.328,4.1
3LX1,A,0.82,2.911,0.333,0.048,0.333,0.589,3.032,0.53,0.047,0.943,0.04,0.943,0.08,0.052,5.3.2
3M6Y,D,0.82,0.471,-0.143,0.408,0.143,0.427,0.231,0.12,0.526,0.99,0.202,0.99,0.058,0.175,4.1
3QQW,A,0.82,0.311,-0.143,0.252,-0.429,0.391,0.523,0.191,0.165,0.99,0.194,0.904,0.077,0.505,4.1
4FSC,A,0.82,0.567,1,0.39,0,0.632,0.319,0.092,0.195,0,0.255,1,0.067,0.154,3.3
4O9D,A,0.82,0.09,-0.143,0.108,-0.143,0.608,0.131,0.099,0.035,0.99,0.093,0.99,0.079,0.078,4.4
5JBO,A,0.82,0.916,-0.143,0.233,-1,0.43,0.412,0.262,0.734,0.99,0.205,0,0.065,0.553,4.1
6DLY,B,0.82,2.964,0.2,0.069,-0.6,0.612,3.026,0.526,0.104,0.98,0.032,0.8,0.079,0.077,5.3.2
7KTR,B,0.82,0.07,-1,0.094,-0.333,0.724,0.086,0.113,0.059,0,0.087,0.943,0.182,0.062,4.4
7RPO,B,0.82,2.866,0.333,0.106,0.333,0.578,3.083,0.513,0.047,0.943,0.031,0.943,0.07,0.055,5.3.2
7W1W,B,0.82,1.081,-0.143,0.623,-0.429,0.404,0.91,0.18,0.787,0.99,0.468,0.904,0.053,0.936,4.1
1BL9,A,0.821,0.492,0.143,0.131,0.429,0.581,0.487,0.076,0.915,0.99,0.034,0.904,0.082,0.824,4.4
1CGY,A,0.821,0.264,0.143,0.251,0.429,0.419,0.353,0.194,0.172,0.99,0.203,0.904,0.061,0.459,4.1.1
1X8C,A,0.821,0.202,0.143,0.173,0.143,0.394,0.403,0.133,0.112,0.99,0.088,0.99,0.051,0.126,4.1
2B7O,A,0.821,0.623,-0.429,0.306,-0.143,0.359,0.226,0.266,1.012,0.904,0.31,0.99,0.145,0.261,4.1
2DGA,A,0.821,0.527,-0.143,0.284,-0.429,0.415,0.841,0.259,0.207,0.99,0.24,0.904,0.097,0.626,4.1
2NTI,E,0.821,2.804,0.333,0.041,0.333,0.588,3.051,0.515,0.057,0.943,0.013,0.943,0.064,0.083,5.3.2
2OFJ,B,0.821,0.993,-0.2,0.212,-0.2,0.339,0.912,0.17,0.64,0.98,0.189,0.98,0.098,0.633,4.1
2QJG,S,0.821,0.875,-0.143,0.459,-0.429,0.383,0.367,0.115,0.624,0.99,0.407,0.904,0.077,0.262,4.1
2Y0L,A,0.821,0.277,0,0.156,0,0.541,0.175,0.248,0.153,1,0.209,1,0.09,0.107,4.2
3PC0,A,0.821,0.524,-0.143,0.215,0.143,0.387,0.312,0.188,0.525,0.99,0.094,0.99,0.081,0.253,4.1
3W2T,A,0.821,0.129,0.429,0.146,-0.429,0.541,0.142,0.126,0.068,0.904,0.088,0.904,0.073,0.073,4.4.5.1
4DYJ,A,0.821,0.782,-0.429,0.22,0.143,0.359,0.551,0.154,0.684,0.904,0.228,0.99,0.054,0.307,4.1
4FSC,C,0.821,0.564,1,0.391,0,0.633,0.313,0.095,0.201,0,0.258,1,0.066,0.147,3.3
4HU3,A,0.821,0.435,0.429,0.215,0.143,0.331,0.532,0.25,0.359,0.904,0.219,0.99,0.052,0.302,4.1
4MY1,B,0.821,0.405,0.429,0.267,0.143,0.408,0.339,0.102,0.393,0.904,0.313,0.99,0.057,0.263,4.1
4MY1,H,0.821,0.284,0.143,0.141,0.143,0.404,0.292,0.098,0.318,0.99,0.114,0.99,0.055,0.192,4.1
4MYX,F,0.821,0.27,-0.143,0.169,-0.143,0.408,0.303,0.103,0.341,0.99,0.126,0.99,0.065,0.205,4.1
4UNK,B,0.821,0.323,-0.333,0.32,0,0.369,0.281,0.253,0.172,0.943,0.18,1,0.064,0.271,4.1.1.1
5DBU,J,0.821,0.29,0,0.246,0,0.471,0.256,0.2,0.164,1,0.129,1,0.091,0.187,4.1
6IGY,A,0.821,0.522,0.143,0.292,-0.429,0.351,0.455,0.16,0.571,0.99,0.212,0.904,0.104,0.351,4.1.1
7M5M,B,0.821,2.689,0.333,0.19,0.333,0.596,3.006,0.501,0.061,0.943,0.14,0.943,0.067,0.121,5.3.2
1BXC,A,0.822,0.22,0.143,0.27,-0.143,0.44,0.436,0.136,0.134,0.99,0.209,0.99,0.079,0.412,4.1.1.1
1E5J,A,0.822,0.128,-0.714,0.228,-0.429,0.409,0.565,0.126,0.11,0.7,0.172,0.904,0.094,0.378,4.1
1SU5,A,0.822,0.258,0.333,0.287,-0.333,0.371,0.398,0.231,0.18,0.943,0.195,0.943,0.056,0.393,4.1.1.1
1TWD,B,0.822,0.204,0.143,0.154,0.143,0.407,0.336,0.122,0.107,0.99,0.11,0.99,0.048,0.091,4.1
1TWS,B,0.822,0.188,-0.429,0.308,-0.143,0.379,0.542,0.147,0.15,0.904,0.209,0.99,0.063,0.461,4.1
1X8C,B,0.822,0.201,0.143,0.144,0.143,0.408,0.338,0.129,0.114,0.99,0.099,0.99,0.052,0.095,4.1
1YYA,A,0.822,0.195,-0.429,0.179,-0.429,0.361,0.146,0.169,0.104,0.904,0.141,0.904,0.104,0.073,4.1
2IO4,B,0.822,2.886,0.333,0.085,0.333,0.583,3.032,0.517,0.087,0.943,0.037,0.943,0.073,0.065,5.3.2
3AJX,B,0.822,0.181,0.429,0.251,-0.143,0.392,0.222,0.112,0.138,0.904,0.124,0.99,0.053,0.105,4.1
3GIY,A,0.822,0.426,-0.714,0.22,0.429,0.377,0.215,0.124,0.326,0.7,0.107,0.904,0.061,0.154,4.1
3Q78,A,0.822,0.33,-0.333,0.119,-0.333,0.594,0.311,0.437,0.199,0.943,0.051,0.943,0.145,0.214,3.3.2.1
3QYQ,C,0.822,0.556,-0.143,0.395,-0.143,0.433,0.216,0.218,0.355,0.99,0.215,0.99,0.092,0.169,4.1
3TA9,A,0.822,0.392,0.143,0.362,-0.143,0.395,0.938,0.238,0.287,0.99,0.22,0.99,0.077,1.016,4.1
3VKB,B,0.822,0.444,0.143,0.189,0.714,0.358,0.185,0.232,0.528,0.99,0.147,0.7,0.095,0.105,4.1
3W3T,A,0.822,0.375,0.364,0.21,0,0.576,0.307,0.653,0.299,0.932,0.172,1,0.108,0.236,3.3.3.3
4IJR,A,0.822,0.657,-0.143,0.57,-0.143,0.398,0.651,0.14,0.681,0.99,0.333,0.99,0.084,0.259,4.1
4M6P,B,0.822,0.238,-0.333,0.389,1,0.349,0.148,0.189,0.224,0.943,0.256,0,0.169,0.08,4.1
4MY1,D,0.822,0.304,0.143,0.19,-0.143,0.404,0.426,0.105,0.345,0.99,0.124,0.99,0.051,0.329,4.1
4MY1,C,0.822,0.216,-0.143,0.198,-0.143,0.425,0.205,0.099,0.272,0.99,0.132,0.99,0.048,0.099,4.1
4OGZ,A,0.822,0.355,0.143,0.221,0.429,0.331,0.372,0.163,0.176,0.99,0.119,0.904,0.083,0.296,4.1
4QM1,B,0.822,0.223,0.429,0.157,0.143,0.419,0.271,0.117,0.237,0.904,0.117,0.99,0.042,0.177,4.1
6DM6,A,0.822,2.966,0.2,0.043,-0.6,0.582,3.055,0.506,0.069,0.98,0.041,0.8,0.056,0.044,5.3.2
6IUR,E,0.822,0.302,0,0.12,-0.286,0.651,0.176,0.745,0.303,1,0.144,0.958,0.092,0.166,3.3.2.2
6NW4,A,0.822,0.463,-0.143,0.225,-0.429,0.38,0.356,0.076,0.303,0.99,0.159,0.904,0.061,0.254,4.1
7NE4,A,0.822,0.162,0,0.14,0.333,0.541,0.117,0.069,0.161,1,0.047,0.943,0.052,0.079,4.4.1.3
2AWI,G,0.823,0.255,0.6,0.475,0.2,0.455,0.581,0.197,0.24,0.8,0.225,0.98,0.047,0.199,3.3
2QJI,T,0.823,0.912,0.143,0.358,-0.429,0.364,0.266,0.105,0.678,0.99,0.323,0.904,0.084,0.254,4.1
3BW4,A,0.823,0.168,0.429,0.254,0.143,0.425,0.417,0.202,0.154,0.904,0.196,0.99,0.1,0.2,4.1
3O4H,C,0.823,0.299,0.25,0.328,0.25,0.479,0.588,0.153,0.474,0.968,0.268,0.968,0.14,0.891,4.4.1.3
3P16,E,0.823,2.942,0.2,0.12,0.2,0.544,2.986,0.519,0.057,0.98,0.075,0.98,0.091,0.083,5.3.2
3VK5,B,0.823,0.278,0.143,0.178,0.429,0.349,0.2,0.228,0.341,0.99,0.138,0.904,0.1,0.107,4.1
3VKA,A,0.823,0.443,0.143,0.182,0.714,0.357,0.188,0.229,0.532,0.99,0.133,0.7,0.094,0.107,4.1
3VKD,A,0.823,0.289,0.143,0.149,0.714,0.357,0.285,0.23,0.348,0.99,0.128,0.7,0.097,0.252,4.1
3WL0,A,0.823,0.295,-0.429,0.332,0.143,0.396,0.513,0.251,0.391,0.904,0.244,0.99,0.129,0.645,4.1.1
3WQ5,B,0.823,0.672,-0.429,0.418,-0.143,0.406,1,0.248,0.491,0.904,0.358,0.99,0.106,0.638,4.1
4HTY,A,0.823,0.09,-0.429,0.26,-0.143,0.369,0.244,0.127,0.097,0.904,0.089,0.99,0.11,0.197,4.1
4MYX,A,0.823,0.293,0.143,0.18,-0.143,0.404,0.423,0.099,0.341,0.99,0.122,0.99,0.059,0.327,4.1
4MZ8,A,0.823,0.365,0.143,0.211,-0.143,0.415,0.316,0.173,0.274,0.99,0.09,0.99,0.029,0.215,4.1
4YTT,A,0.823,0.316,0.143,0.138,-0.429,0.42,0.342,0.247,0.357,0.99,0.095,0.904,0.047,0.162,4.1
5A01,A,0.823,0.399,0.6,0.479,0.6,0.706,0.446,0.072,0.134,0.8,0.287,0.8,0.232,0.471,3.3
5OHT,B,0.823,0.3,-0.143,0.541,0.143,0.352,0.414,0.189,0.244,0.99,0.295,0.99,0.108,0.174,4.1
5UUV,C,0.823,0.303,0.143,0.142,0.143,0.419,0.281,0.111,0.321,0.99,0.132,0.99,0.036,0.215,4.1
6LPS,A,0.823,0.41,-0.429,0.249,0.429,0.412,0.849,0.267,0.422,0.904,0.122,0.904,0.087,0.315,4.1
1HZV,A,0.824,0.114,0.143,0.11,0.143,0.631,0.117,0.131,0.067,0.99,0.054,0.99,0.079,0.086,4.4
1ZB5,A,0.824,0.323,-0.143,0.162,-0.143,0.364,0.361,0.164,0.28,0.99,0.116,0.99,0.095,0.213,4.1
2ALR,A,0.824,0.84,-0.143,0.53,-0.429,0.39,0.596,0.133,0.958,0.99,0.38,0.904,0.042,0.168,4.1
2AXU,C,0.824,0.309,0.6,0.486,0.2,0.456,0.478,0.138,0.284,0.8,0.182,0.98,0.052,0.122,3.3
2HIS,A,0.824,0.324,-0.143,0.195,0.143,0.424,0.537,0.247,0.186,0.99,0.098,0.99,0.066,0.207,4.1
2QJG,F,0.824,0.877,-0.143,0.449,-0.429,0.383,0.368,0.122,0.624,0.99,0.415,0.904,0.086,0.25,4.1
2QJG,D,0.824,0.84,-0.143,0.489,-0.429,0.376,0.427,0.112,0.597,0.99,0.427,0.904,0.08,0.332,4.1
2QJH,E,0.824,0.656,0.143,0.383,-0.429,0.384,0.375,0.122,0.525,0.99,0.38,0.904,0.075,0.258,4.1
2QJH,P,0.824,0.651,0.143,0.378,-0.429,0.386,0.379,0.112,0.504,0.99,0.367,0.904,0.077,0.274,4.1
2YSW,B,0.824,0.446,-0.143,0.257,-0.143,0.342,0.426,0.2,0.233,0.99,0.134,0.99,0.09,0.32,4.1
2YW3,C,0.824,0.731,0.143,0.354,0.143,0.415,0.438,0.129,0.524,0.99,0.262,0.99,0.092,0.385,4.1.1.2
3B3D,A,0.824,0.387,-0.429,0.326,0.143,0.398,0.391,0.205,0.199,0.904,0.266,0.99,0.076,0.352,4.1
3RZ9,A,0.824,1.047,0.75,0.381,-0.25,0.696,0.198,0.682,0.916,0.661,0.272,0.968,0.085,0.145,3.3.3.1
3UXL,A,0.824,0.68,0.143,0.171,0.429,0.416,0.475,0.12,0.993,0.99,0.113,0.904,0.091,0.838,4.1
4G5D,B,0.824,0.45,0.143,0.373,0.143,0.409,0.408,0.202,0.346,0.99,0.307,0.99,0.049,0.251,4.1
4L9O,A,0.824,0.064,-0.667,0.098,0,0.718,0.053,0.062,0.036,0.745,0.119,1,0.106,0.03,4.4.1
4MYA,A,0.824,0.484,0.714,0.286,0.143,0.418,0.487,0.097,0.45,0.7,0.309,0.99,0.069,0.36,4.1
5A3H,A,0.824,0.131,-0.714,0.206,-0.429,0.41,0.559,0.132,0.096,0.7,0.14,0.904,0.095,0.364,4.1
5AZ0,A,0.824,1.066,0.143,0.521,-0.429,0.425,0.599,0.152,0.894,0.99,0.427,0.904,0.069,0.298,4.1
5JGW,D,0.824,0.646,0.143,0.48,-0.143,0.397,0.618,0.22,0.374,0.99,0.376,0.99,0.077,0.348,4.1.1
5URS,B,0.824,0.206,-0.143,0.17,-0.143,0.432,0.257,0.114,0.248,0.99,0.112,0.99,0.048,0.188,4.1
5W7Z,A,0.824,2.974,0.2,0.086,-0.2,0.544,3.025,0.509,0.076,0.98,0.061,0.98,0.092,0.044,5.3.2
6EDZ,D,0.824,0.776,0,0.178,-0.333,0.436,0.15,0.139,0.557,1,0.091,0.943,0.102,0.119,4.1
1MEW,A,0.825,0.662,0.143,0.353,-0.429,0.374,0.557,0.128,0.512,0.99,0.309,0.904,0.069,0.279,4.1
1NIR,A,0.825,0.52,0.429,0.108,0.429,0.581,0.461,0.104,0.927,0.904,0.049,0.904,0.086,0.855,4.4
1RVK,A,0.825,0.329,-0.333,0.208,-0.667,0.422,0.384,0.114,0.198,0.943,0.05,0.745,0.047,0.246,4.1
1TPV,A,0.825,0.266,0,0.299,-0.333,0.383,0.431,0.244,0.175,1,0.21,0.943,0.057,0.395,4.1.1.1
1V5X,B,0.825,0.221,-0.143,0.218,0.143,0.314,0.234,0.106,0.161,0.99,0.151,0.99,0.089,0.101,4.1
1YPF,A,0.825,0.278,-0.143,0.141,0.143,0.447,0.241,0.051,0.233,0.99,0.11,0.99,0.038,0.25,4.1
2AXU,K,0.825,0.32,0.6,0.465,0.2,0.45,0.449,0.13,0.28,0.8,0.178,0.98,0.049,0.116,3.3
2AXU,B,0.825,0.303,0.6,0.477,0.2,0.45,0.471,0.149,0.273,0.8,0.179,0.98,0.048,0.149,3.3
2QJG,M,0.825,0.863,-0.143,0.482,-0.429,0.394,0.392,0.116,0.623,0.99,0.435,0.904,0.082,0.267,4.1
2QJH,O,0.825,0.997,0.143,0.493,-0.429,0.385,0.332,0.124,0.88,0.99,0.46,0.904,0.075,0.273,4.1
2QJH,N,0.825,0.656,0.143,0.376,-0.429,0.384,0.376,0.117,0.519,0.99,0.385,0.904,0.078,0.274,4.1
2QJH,R,0.825,0.635,0.143,0.373,-0.429,0.388,0.392,0.122,0.492,0.99,0.366,0.904,0.073,0.302,4.1
2QJI,E,0.825,0.997,0.143,0.359,-0.429,0.363,0.159,0.102,0.766,0.99,0.332,0.904,0.088,0.161,4.1
2QJI,G,0.825,0.933,-0.143,0.353,-0.429,0.367,0.277,0.1,0.67,0.99,0.342,0.904,0.088,0.251,4.1
2QJI,O,0.825,0.91,-0.143,0.365,-0.714,0.368,0.324,0.106,0.658,0.99,0.326,0.7,0.085,0.244,4.1
2QJI,M,0.825,0.671,0.143,0.27,-0.429,0.365,0.254,0.102,0.553,0.99,0.242,0.904,0.089,0.175,4.1
